,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Desulfosporosinus meridiei,0.0006837585464934322,0.0006615261673290748,0.0011836751823128798,0.0006764352590317766,0.0006058151881056159,0.0005266406435969977,0.000596040528682766,0.0008602865252189599,0.0,0.0005906942647317595,0.00046449461244311394,0.0011033563424412774,0.0014666644102598817,0.0016391178759327092,0.002978586552760912,0.0016346373468687195,0.0011999610869761793,0.001769400980982612,0.0011918689615922936,0.001342713944229469,0.0005803339428711778
Acidihalobacter aeolianus,0.0,0.0,0.0,0.0,0.0,0.0,0.0002591480559490287,0.00027166942901651366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005142690372755054,0.0,0.000270879309452794,0.0,0.0
Nostoc sp. UHCC 0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033846101775228036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaistella jeonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0003628072783286401,0.0,0.0,0.0,0.0003715956899544911,0.00031524466926893634,0.00031025593293959033,0.0,0.0005180150526540718,0.0,0.0005999805434880897,0.0006343135592201815,0.00048758275701502924,0.00047176435878332695,0.00020592494747041795
Sutterella megalosphaeroides,0.0032625050646972334,0.0005953735505961674,0.00040352563033393626,0.0,0.0003507351089032513,0.0006670781485561971,0.0008033589734419888,0.0009282038824730883,0.0008777985094279071,0.0005596050929037722,0.0004877193430652696,0.001396083535333861,0.0008179474595680109,0.0009834707255596256,0.0009496942631991315,0.014844274285078105,0.02657056692590112,0.009147469222438408,0.007801324112240468,0.038575808722052046,0.0005616134931011399
Alicyclobacillus acidoterrestris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027869676746586835,0.0,0.0003948711873776604,0.000450757415881495,0.0006043508947630836,0.0,0.0,0.0,0.0,0.0,0.00020592494747041795
Lactobacillus ultunensis,0.0,0.0004299920087638986,0.000322820504267149,0.0002601674073199141,0.0,0.0,0.0,0.0,0.0,0.0,0.00030192149808802403,0.00024769224013987856,0.0,0.0,0.0,0.0,0.0,0.0004673889383727654,0.0003792310332339116,0.0,0.00037440899540075993
Granulicella sp. WH15,0.00021489554318365013,0.0004299920087638986,0.000618739299845369,0.0003122008887838969,0.0,0.0,0.0,0.0005433388580330273,0.0,0.0,0.0,0.00029272719289258375,0.0007615372899426308,0.0005327133096781304,0.0005611829737085777,0.0006185114285449209,0.0008571150621258424,0.000701083407559148,0.0007313741355225438,0.0010161078496871657,0.0006739361917213678
Nocardioides sp. TF02-7,0.0,0.0,0.0,0.0,0.0,0.0005617500198367975,0.0006478701398725717,0.0010413994778966356,0.0007022388075423258,0.0004352484055918228,0.0,0.0,0.0008743576291933909,0.0008605368848646725,0.001640381000071227,0.0014137404081026764,0.0005571247903817976,0.0009013929525760475,0.0007313741355225438,0.0008709495854461421,0.0003369680958606839
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,0.00029303937706861384,0.000396915700397445,0.0,0.0,0.0,0.0,0.0005182961118980573,0.0011998733114896019,0.000491567165279628,0.0006839617802157215,0.0009754386861305392,0.001778880633731855,0.0,0.0,0.0,0.0005301526530385037,0.0009856823214447188,0.0012352421942708799,0.0003792310332339116,0.0011249765478679337,0.0002620862967805319
Bradyrhizobium sp. SK17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bordetella bronchiseptica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001539460097760244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kocuria rosea,0.0005274708787235048,0.0,0.0,0.000572368296103811,0.0,0.0,0.0007256145566572802,0.0013130689069131493,0.0012640298535761861,0.0010259426703235822,0.0006270677267982038,0.0,0.0011282033925076014,0.0014342281414411206,0.0025037394211613467,0.0023856869386732664,0.0021856434084208984,0.0015690914359657122,0.00135439654726397,0.0011249765478679337,0.0005990543926412159
Thermotoga profunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012352421942708799,0.0009751655140300585,0.0,0.0
Thiospirochaeta perfilievii,0.0011721575082744554,0.0,0.00029591879557821994,0.0,0.0,0.0,0.0005182961118980573,0.000384865024440061,0.0004213432845253954,0.0,0.0,0.002792167070667722,0.00031025593293959033,0.0005736912565764482,0.0005611829737085777,0.0008835877550641728,0.0010285380745510108,0.001535706511796229,0.0007313741355225438,0.0007257913212051184,0.0006177748424112538
Caballeronia zhejiangensis,0.0,0.0,0.0,0.0,0.0,0.000702187524795997,0.0005442109174929602,0.001064038596981345,0.0007724626882965582,0.00046633757741981014,0.00039482042057664685,0.0,0.0007333322051299409,0.0008195589379663546,0.0012950376316351792,0.0014137404081026764,0.0015428071118265166,0.0008680080284065644,0.0007042862045772645,0.0009798182836269099,0.0
Lysinibacillus sp. ACHW1.5,0.001719164345469201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013060136298284506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vespertiliibacter pulmonis,0.0,0.0,0.0,0.0,0.0,0.0003862031386377983,0.0004664665007082516,0.0002943085481012231,0.0004213432845253954,0.00040415923376383546,0.0005109440736874253,0.0,0.000902562714006081,0.001065426619356261,0.0015972130790167212,0.000485973265285295,0.0004285575310629212,0.0003338492416948324,0.0003250551713433528,0.0003628956606025592,0.0007488179908015199
Caulifigura coniformis,0.0,0.0,0.0,0.0,0.0,0.0,0.000388722083923543,0.0007018126916259936,0.00045645522490251174,0.00037307006193584814,0.0,0.0,0.0005923067810664907,0.0008195589379663546,0.0012518697105806734,0.0008394083673109641,0.000685692049700674,0.000834623104237081,0.0,0.00043547479272307104,0.00029952719632060794
Lactiplantibacillus carotarum,0.00019535958471240923,0.0,0.0,0.0,0.0,0.0,0.00028506286154393156,0.0006112562152871557,0.0,0.0,0.00034837095933233544,0.0006755242912905779,0.002256406785015203,0.0015981399290343917,0.004316792105450598,0.000485973265285295,0.0006428362965943819,0.0008012381800675979,0.0003792310332339116,0.0,0.00022464539724045593
Methanocaldococcus jannaschii,0.0006446866295509503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009457340078068091,0.0,0.0,0.0,0.0007068702040513382,0.0005571247903817976,0.0,0.00043340689512447037,0.0,0.0
Alistipes dispar,0.026490759687002687,0.028478701503516675,0.017486110647803907,0.03985764680141084,0.0324270550686006,0.03977892327969323,0.042292962730881484,0.06357064638986419,0.053861716538496376,0.04271652209165461,0.030517296037512586,0.014568807215500131,0.0571717069153227,0.08281643068150014,0.08309824802992401,0.052706009589577905,0.06115515968267886,0.03191598750602598,0.04179667744856611,0.04924494114376728,0.06522204699881237
Microvirga thermotolerans,0.0002735034185973729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027020971651623115,0.00033846101775228036,0.0,0.00047484713159956575,0.0,0.0,0.0004673889383727654,0.000406318964179191,0.0,0.00022464539724045593
Paraburkholderia megapolitana,0.0,0.0,0.0,0.0,0.0,0.0005968593960765974,0.000777444167847086,0.0018564077649461765,0.0008075746286736745,0.00037307006193584814,0.0,0.0,0.0012128186469456714,0.001721073769729345,0.003237594079087948,0.0026065838774393096,0.002099931902208314,0.0017360160568131288,0.001679451718607323,0.0006895017551448625,0.00020592494747041795
Corynebacterium gerontici,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003338492416948324,0.0,0.0,0.0
Streptomyces tuirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010285380745510108,0.0,0.0,0.0,0.0
Acinetobacter sp. CS-2,0.00031257533553985474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040531457477434676,0.0,0.0,0.0,0.0,0.0007714035559132583,0.0,0.000541758618905588,0.0,0.0
Rhizobium sp. TH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047542150077889894,0.0,0.001181388529463519,0.0,0.0,0.00036666610256497044,0.0,0.0005611829737085777,0.0006626908162981296,0.0009856823214447188,0.0006343135592201815,0.0005146706879603086,0.0005443434909038388,0.0
Arthrobacter sp. PAMC25284,0.0004102551278960593,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000485973265285295,0.0007285478028069662,0.0007678532558981145,0.0007313741355225438,0.0008709495854461421,0.00044929079448091186
Sulfurospirillum cavolei,0.00029303937706861384,0.0,0.0,0.0,0.0,0.0,0.0004923813063031545,0.0002263911908470947,0.0,0.0005285159210757849,0.0,0.0,0.0,0.0005327133096781304,0.0004316792105450597,0.0,0.0,0.0,0.00048758275701502924,0.0,0.0
Gilliamella apis,0.0017973081793541648,0.0003307630836645374,0.0,0.0,0.0,0.0005617500198367975,0.0009588478070114061,0.0005659779771177368,0.0,0.0,0.0005806182655538923,0.0013510485825811557,0.0010999983076949113,0.00090151483176299,0.002331067736943323,0.0007510495918045469,0.0009428265683384268,0.0009681628009150141,0.0011376930997017347,0.0003991852266628151,0.00018720449770037996
Polaribacter dokdonensis,0.00031257533553985474,0.0,0.0,0.0003642343702478797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024769224013987856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salinibacterium sp. ZJ70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043014326260947997,0.0,0.0,0.0,0.0,0.000846152544380701,0.0009834707255596256,0.0012087017895261673,0.0,0.0005142690372755054,0.0,0.0,0.0,0.0005803339428711778
Lactococcus garvieae,0.0020122037225378145,0.0,0.0,0.0,0.0,0.0,0.0004664665007082516,0.0006112562152871557,0.0006320149267880931,0.0,0.0005109440736874253,0.0018689505392372656,0.0011282033925076014,0.0009834707255596256,0.001769884763234745,0.0008835877550641728,0.0016285186180391006,0.0021032502226774443,0.0013273086163186907,0.001415293076349981,0.0005428930433311019
Variovorax sp. SRS16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020570761491020217,0.0013353969667793295,0.0,0.0010523974157474218,0.0
Polaribacter sp. KT25b,0.00148473284381431,0.0,0.0,0.0,0.0,0.00045642189111739807,0.0005182961118980573,0.0,0.0,0.0,0.00027869676746586835,0.0011258738188176297,0.0,0.0,0.0009928621842536375,0.0010603053060770074,0.0009856823214447188,0.0019363256018300281,0.0010564293068658966,0.0011612661139281896,0.0005803339428711778
Leptotrichia sp. oral taxon 847,0.00046886300330978205,0.0,0.00037662392164500725,0.0,0.00044639013860413805,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0009682514841831617,0.0,0.0009834707255596256,0.0011223659474171553,0.0010161259183237986,0.000685692049700674,0.0008680080284065644,0.000541758618905588,0.0,0.00031824764609064595
uncultured Desulfobulbus sp.,0.001738700303940442,0.0009261366342607048,0.001210576891001809,0.0006504185182997852,0.0008608952673079805,0.0005617500198367975,0.0006478701398725717,0.0018564077649461765,0.0008426865690507908,0.0005596050929037722,0.0006735171880425153,0.0008331466259250462,0.0018897406824502322,0.002458676813899064,0.00418728834228708,0.0018113548978815543,0.00201422039599573,0.001669246208474162,0.001760715511443161,0.0011975556799884454,0.0014789155318330016
Campylobacter sp. RM16192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031524466926893634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039312944517079794
Dietzia sp. B32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009282038824730883,0.0,0.0,0.0,0.0,0.0007615372899426308,0.0,0.0014677093158532032,0.0015904579591155107,0.0,0.0,0.000948077583084779,0.0,0.0004867316940209879
Megasphaera massiliensis,0.0011135496328607325,0.000893060325894251,0.000618739299845369,0.0003382176295158883,0.001179745366310936,0.0007372969010357969,0.0009588478070114061,0.0014036253832519871,0.0009480223901821397,0.0008083184675276709,0.000836090302397605,0.0012384612006993928,0.0014384593254471916,0.0018849855573226156,0.003928280815960044,0.003931965510035569,0.0025284894332712354,0.0025706391610502096,0.0017336275804978815,0.0011612661139281896,0.0012355496848225076
Neobacillus sp. PS2-9,0.00029303937706861384,0.0009592129426271586,0.000941559804112518,0.0004422845924438539,0.0005420451683050248,0.0006319687723163973,0.000596040528682766,0.0009055647633883787,0.0005969029864109768,0.0005596050929037722,0.0004412698818209582,0.0005854543857851675,0.0006205118658791807,0.0013932501945428028,0.0008633584210901194,0.0022973281631668493,0.001371384099401348,0.0023369446918638267,0.001896155166169558,0.0012338452460487013,0.0010109042875820517
Thermococcus sp. P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004340040142032822,0.0,0.0,0.0
Segniliparus rotundus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027166942901651366,0.0,0.0,0.0,0.0,0.0,0.0004097794689831773,0.0,0.0004417938775320864,0.0,0.0,0.0,0.0,0.0
Shouchella miscanthi,0.0004493270448385412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ornithinimicrobium cryptoxanthini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000384865024440061,0.0,0.0,0.0,0.0,0.00031025593293959033,0.0007785809910680368,0.0006475188158175896,0.0,0.0004285575310629212,0.0,0.000406318964179191,0.0,0.0
Kaistella sp. 97-N-M2,0.0008205102557921186,0.0,0.0002690170868892909,0.0002861841480519055,0.0,0.0,0.0,0.000384865024440061,0.0,0.0,0.0,0.0010358039133122195,0.0005076915266284206,0.0006556471503730838,0.0014677093158532032,0.0,0.0005142690372755054,0.0005675437108812151,0.0003792310332339116,0.0,0.0002620862967805319
Sphaerobacter thermophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.000388722083923543,0.0009961212397272168,0.0,0.0,0.00023224730622155697,0.0,0.0007615372899426308,0.0005736912565764482,0.0010360301053081436,0.0008835877550641728,0.0008999708152321347,0.0006009286350506984,0.0005959344807961468,0.0003991852266628151,0.0003369680958606839
Microbacterium schleiferi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009277671428173815,0.0,0.0004340040142032822,0.0,0.0,0.0
Xenorhabdus poinarii,0.0,0.000396915700397445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004714132841692134,0.0007678532558981145,0.0002979672403980734,0.0,0.0004305703447108739
Enterococcus casseliflavus,0.0013870530514581052,0.0012568997179252422,0.0020983332777364688,0.0011707533329396135,0.0011478603564106407,0.0014394844258317936,0.001580803141289075,0.001539460097760244,0.0021769403033812095,0.0026114904335509366,0.0026708440215479053,0.0036928661257218257,0.0035820457712116343,0.003851927008441867,0.0029354186317064063,0.0025182251019328925,0.0021427876553146066,0.0026040240852196928,0.0030880241277618514,0.0017781887369525402,0.002134131273784331
Actinomyces sp. 432,0.00033211129401109564,0.0,0.000322820504267149,0.0003642343702478797,0.00044639013860413805,0.0,0.0,0.000769730048880122,0.0006320149267880931,0.0006217834365597468,0.0,0.0,0.0005076915266284206,0.0007785809910680368,0.0010360301053081436,0.000485973265285295,0.0010285380745510108,0.0005341587867117319,0.0005146706879603086,0.0,0.0003369680958606839
Acuticoccus sp. MNP-M23,0.00039071916942481845,0.0,0.0,0.0,0.0,0.0,0.0006219553342776689,0.0009508430015577979,0.00045645522490251174,0.00040415923376383546,0.00032514622871017976,0.00040531457477434676,0.0005358966114411106,0.00090151483176299,0.0012087017895261673,0.0009277671428173815,0.0011571053338698873,0.0007678532558981145,0.0006230224117414262,0.0009435287175666539,0.0003556885456307219
Thermosediminibacter oceani,0.0009572619650908051,0.0,0.00048423075640072357,0.0,0.0,0.0003862031386377983,0.0003628072783286401,0.00043014326260947997,0.0,0.0,0.00023224730622155697,0.0006530068149142253,0.0007897423747553208,0.0006966250972714014,0.0012518697105806734,0.0005743320407917123,0.0005142690372755054,0.0003338492416948324,0.00046049482606974975,0.0003991852266628151,0.0003556885456307219
Clostridium sp. SY8519,0.010002410737275352,0.016207391099562332,0.029887798353400215,0.011707533329396133,0.012722118950217933,0.00916354719858776,0.013397954492564784,0.013402358498148007,0.007478843300325768,0.008829324799148405,0.011240769621123357,0.012024332384972287,0.012297416978332854,0.015776509555852327,0.018605373974492075,0.03786173530449981,0.020313626972382468,0.01989741480501201,0.017417539597814655,0.014406957725921602,0.014957639366260357
Nonlabens dokdonensis,0.0018559160547678873,0.0,0.0,0.0,0.0,0.0008777344059949961,0.0010625070293910175,0.00027166942901651366,0.0005266791056567443,0.0007461401238716963,0.0007199666492868266,0.0012834961534520979,0.0007051271203172508,0.0,0.0,0.0007952289795577554,0.0012428168400824716,0.0021366351468469274,0.001760715511443161,0.0019959261333140754,0.0
Labrys sp. KNU-23,0.0,0.0,0.0,0.0,0.0,0.0,0.00031097766713883445,0.0006112562152871557,0.0,0.00037307006193584814,0.00027869676746586835,0.0,0.0008179474595680109,0.0006966250972714014,0.0009496942631991315,0.00097194653057059,0.0009856823214447188,0.0006009286350506984,0.00048758275701502924,0.0007983704533256303,0.0005054521437910258
Fastidiosipila sanguinis,0.0005274708787235048,0.0010253655593600662,0.0010760683475571635,0.0002601674073199141,0.0004145051287038424,0.0,0.0007256145566572802,0.0010413994778966356,0.0007022388075423258,0.0,0.000766416110531138,0.0004953844802797571,0.00036666610256497044,0.0014342281414411206,0.002072060210616287,0.0015904579591155107,0.0020570761491020217,0.002503869312711243,0.0017336275804978815,0.001379003510289725,0.0012542701345925457
Suicoccus acidiformans,0.0002735034185973729,0.0,0.0,0.0,0.0,0.0,0.0,0.0002263911908470947,0.0,0.0,0.0,0.0004278320511506993,0.0,0.0,0.0,0.000485973265285295,0.0,0.0,0.0003792310332339116,0.0,0.0
Flavobacterium eburneipallidum,0.002148955431836501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008556641023013986,0.00036666610256497044,0.0004097794689831773,0.0005611829737085777,0.001104484693830216,0.0005571247903817976,0.0008680080284065644,0.0006230224117414262,0.0005443434909038388,0.00022464539724045593
Streptomyces alboniger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043014326260947997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007510495918045469,0.0,0.0,0.000406318964179191,0.0,0.00044929079448091186
Vibrio alfacsensis,0.0,0.0,0.00045732904771179445,0.0,0.0,0.0,0.0,0.0,0.0,0.0008394076393556582,0.0,0.0,0.0,0.0,0.0,0.0006185114285449209,0.0008999708152321347,0.0006343135592201815,0.0,0.0,0.0
Halapricum desulfuricans,0.0004102551278960593,0.0,0.0,0.0003122008887838969,0.0,0.0,0.0,0.0005659779771177368,0.0,0.0,0.0,0.0011483912951939824,0.0,0.000614669203474766,0.0005611829737085777,0.0,0.0005142690372755054,0.0009013929525760475,0.0007042862045772645,0.0007257913212051184,0.0
Sphingomonas sp. LM7,0.00029303937706861384,0.0,0.00037662392164500725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003602796220216416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagococcus intermedius,0.0002735034185973729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003715956899544911,0.0006530068149142253,0.0,0.0,0.0,0.0,0.0,0.0010015477250844972,0.0007855499974131026,0.0,0.0004680112442509499
Streptomyces broussonetiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000384865024440061,0.0,0.0,0.0,0.00027020971651623115,0.0008179474595680109,0.001065426619356261,0.0010791980263626494,0.0010161259183237986,0.0008571150621258424,0.0,0.0006230224117414262,0.0006532121890846066,0.0006177748424112538
Bradyrhizobium quebecense,0.000722830463435914,0.0,0.0,0.0,0.0,0.0,0.0,0.0004980606198636084,0.0,0.0,0.0006270677267982038,0.0024769224013987856,0.0,0.0,0.0,0.0,0.0008142593090195503,0.0,0.0,0.0,0.0009173020387318617
Vagococcus lutrae,0.0006056147126084685,0.0003638393920309912,0.0005111324650896526,0.0002861841480519055,0.0,0.0012639375446327945,0.0013475698909349491,0.0012225124305743115,0.0010182462709363723,0.000994853498495595,0.000766416110531138,0.0008781815786777512,0.0011282033925076014,0.0014752060883394384,0.002331067736943323,0.0016788167346219283,0.0018427973835705613,0.0036389567344736733,0.001950331028060117,0.001415293076349981,0.0005428930433311019
Verrucomicrobium sp. GAS474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006112562152871557,0.0,0.0,0.0,0.0,0.0006487169506918707,0.0007376030441697192,0.0013813734737441912,0.000485973265285295,0.0004285575310629212,0.00036723416586431564,0.0003792310332339116,0.0003628956606025592,0.00024336584701049394
Nitrospirillum amazonense,0.000742366421907155,0.0005292209338632599,0.0009684615128014471,0.0008065189626917336,0.0009565502970088673,0.0,0.0005442109174929602,0.000815008287049541,0.0007724626882965582,0.001181388529463519,0.0012773601842185633,0.0011934262479466875,0.001043588138069531,0.0023767209201024284,0.0019425564474527689,0.0013695610203494678,0.002099931902208314,0.0010015477250844972,0.0013273086163186907,0.0010523974157474218,0.0005054521437910258
